RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RADIO,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
9082,1,1,9,10,2025-03-19,2025-03-19,2,3,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,5,4,2,5,5,2,6,2,1,2,,2,1,5,3,12,4,1,1,2,1,2,5,4,1,0.802200473100524,0.27827372725407096
9377,1,1,9,10,2025-02-22,2025-02-22,3,3,2,2,3,2,1,1,4,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,10,3,2,6,6,3,6,2,2,2,,2,2,1,1,3,2,1,2,3,2,,8,3,1,1.2033007096507862,2.463103761910835
3553,1,1,9,10,2025-03-03,2025-03-03,2,1,1,2,3,2,3,1,4,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,12,3,2,6,6,3,6,1,1,1,,1,2,1,1,4,2,1,2,2,1,1,8,2,1,0.802200473100524,0.7161365474782846
2014,1,1,9,9,2025-03-04,2025-03-04,4,3,1,2,3,2,3,3,4,2,1,1,1,1,2,,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,12,3,1,5,5,2,6,3,1,4,99,9,2,1,1,2,1,1,2,1,1,99,2,3,2,0.22545029803386096,0.6498479491015301
112,2,1,,10,2025-05-06,2025-05-06,3,1,3,2,2,2,3,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,99,,1,1,1,1,2,5,1,1,1,1,1,,1,2,1,1,13,4,1,2,1,1,1,3,3,2,0.802200473100524,0.5639215124808659
10209,2,1,,4,2025-05-05,2025-05-05,3,1,1,1,2,2,1,3,4,2,2,2,6,4,,,,,,,,,,,,,,1,2,,1,1,1,99,1,99,1,1,3,1,1,,1,2,2,2,12,4,99,2,99,2,,1,3,1,1.6815511175595308,3.1708553101940757
18429,3,1,9,10,2025-03-20,2025-03-20,4,3,3,2,2,2,2,3,4,1,1,1,2,2,2,,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,5,6,2,2,2,1,3,1,1,2,1,1,9,3,1,2,2,1,1,6,1,1,1.604400946201048,1.1638480460522498
16682,1,1,9,1,2025-03-27,2025-03-27,2,1,2,1,2,1,3,1,4,2,1,2,1,1,2,,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,4,1,1,2,3,1,2,,2,2,2,2,4,2,1,2,1,1,2,1,3,1,0.08008214960717282,0.1283634569511491
13240,2,1,,9,2025-05-05,2025-05-05,3,1,3,2,2,1,2,1,4,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,5,5,1,99,3,1,1,,1,2,1,1,10,4,1,1,4,1,1,6,3,1,1.3527017882031658,1.0960585533690343
8671,2,1,,10,2025-05-05,2025-05-05,2,2,3,1,2,1,3,3,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,6,5,3,7,3,1,2,,2,2,1,1,10,4,1,1,2,1,2,5,1,1,1.604400946201048,1.195602046445487
7652,1,1,9,7,2025-03-13,2025-03-14,3,3,1,2,3,2,2,3,2,1,1,1,1,1,2,,1,1,2,1,1,99,1,2,2,2,2,1,1,1,2,12,3,1,4,3,1,1,3,1,3,1,1,2,2,2,5,2,1,1,2,2,,5,4,1,0.1774981600916267,0.7483208594933981
14089,2,1,9,10,2025-05-21,2025-05-21,3,2,3,2,3,2,1,3,4,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,11,4,2,6,6,3,7,2,2,3,2,2,2,1,1,6,2,1,1,1,2,,3,1,2,0.802200473100524,1.1344195706906084
14,2,1,,10,2025-05-09,2025-05-09,2,1,1,1,3,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,5,2,3,2,1,3,1,1,2,1,1,11,4,1,1,99,1,1,4,1,1,0.802200473100524,0.3733719548895267
145,2,2,,8,2025-06-03,2025-06-03,2,2,1,2,3,2,3,1,4,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,3,6,2,6,1,2,2,,2,1,1,3,8,3,4,1,3,2,,8,3,1,1.154893275476807,2.17781196891557
11135,1,1,9,10,2025-03-04,2025-03-04,3,3,3,2,2,2,3,1,4,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,12,3,2,5,6,3,6,2,1,1,,1,2,1,1,1,1,1,2,3,1,1,7,2,1,1.2033007096507862,1.6738931252542633
2557,1,1,9,10,2025-03-10,2025-03-10,3,1,1,1,2,2,2,3,2,1,1,1,1,1,2,,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,5,5,1,2,2,2,3,2,2,2,1,1,6,2,1,2,1,2,,1,3,2,0.401100236550262,0.492942100357687
8,2,1,,10,2025-05-05,2025-05-05,3,3,3,2,3,1,2,2,4,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,12,3,2,6,6,3,7,2,1,1,,1,2,1,1,5,2,1,1,2,1,3,7,4,2,1.604400946201048,0.6711636082233828
15935,1,1,9,9,2025-02-26,2025-02-26,3,1,3,1,1,1,2,3,4,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,,1,2,1,1,10,4,1,2,2,1,1,1,3,1,0.4509005960677219,0.23337783600522088
15701,1,1,9,10,2025-03-04,2025-03-04,2,1,2,2,2,1,3,2,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,5,3,1,1,2,1,3,1,1,2,1,1,11,4,1,1,99,1,1,99,4,1,0.401100236550262,0.2630536319467765
11712,2,1,,2,2025-05-08,2025-05-08,2,1,2,1,2,2,1,1,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,11,4,2,5,6,1,4,3,2,1,,1,2,2,2,2,1,4,1,1,2,,1,2,1,0.577363668715013,3.538696751644134
9120,2,1,,10,2025-05-02,2025-05-02,3,2,2,1,2,2,1,3,4,2,1,1,1,1,2,,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,6,1,6,3,2,4,99,9,2,1,1,1,1,1,1,3,2,,2,4,1,2.4066014193015723,5.454124253915292
18337,1,1,9,6,2025-03-12,2025-03-12,2,3,1,2,3,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,12,3,2,6,6,4,7,1,1,2,,2,2,1,1,5,2,1,1,2,1,2,8,2,1,0.783130841714174,0.699639163648247
719,1,1,9,2,2025-03-02,2025-03-02,2,2,2,2,3,2,2,2,1,2,2,2,6,4,,,,,,,,,,,,,,1,1,2,2,1,1,2,6,6,2,5,2,1,2,,2,2,2,2,6,2,4,1,4,2,,4,3,1,0.8660455030725195,2.135604932393224
6821,1,1,9,7,2025-03-20,2025-03-20,2,2,2,2,3,1,3,3,4,2,1,1,4,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,12,3,2,6,6,4,6,2,3,3,2,2,1,99,3,7,3,1,1,2,2,,5,4,1,0.1774981600916267,0.24250028575936033
14780,1,1,9,10,2025-02-27,2025-02-27,3,3,2,1,3,2,3,1,4,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,12,3,2,5,5,4,6,2,2,3,1,1,2,1,1,12,4,4,2,1,2,,5,2,1,0.401100236550262,0.31148716299680207
14390,1,1,9,10,2025-02-26,2025-02-26,2,1,3,2,1,1,3,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,12,3,2,4,4,1,1,1,1,3,1,1,2,1,1,8,3,1,2,2,1,1,6,3,1,0.802200473100524,0.7297006769135757
10274,1,1,9,9,2025-03-09,2025-03-09,3,3,3,2,3,2,3,2,4,2,1,1,3,3,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,2,4,6,3,3,2,3,3,1,1,1,1,3,2,1,1,1,2,2,,5,2,1,0.4509005960677219,1.3569931285351422
2112,2,1,9,10,2025-05-05,2025-05-05,3,1,2,1,2,2,2,2,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,1,1,1,1,1,3,1,1,2,1,1,10,4,1,2,1,1,1,3,3,1,0.802200473100524,0.39438076141854594
11892,1,1,9,10,2025-03-06,2025-03-06,3,1,3,1,1,2,2,3,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,3,1,1,,1,2,1,1,13,4,1,2,1,1,1,1,3,2,0.401100236550262,0.36642511378187176
17162,1,1,9,10,2025-02-19,2025-02-19,2,1,2,1,3,2,3,2,4,2,1,1,2,2,1,4,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,4,6,2,6,2,1,1,,1,2,1,1,9,3,1,1,1,1,1,8,3,1,0.401100236550262,0.33380013392346397
4484,3,1,10,10,2025-03-31,2025-03-31,3,1,2,2,2,1,3,3,4,1,1,1,3,3,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,5,1,1,2,1,3,1,1,1,1,3,12,4,1,1,2,1,1,4,2,1,1.604400946201048,0.5617824026557571
10711,2,1,9,10,2025-05-02,2025-05-02,3,3,1,2,2,2,1,1,4,2,1,1,99,99,1,2,2,1,2,2,2,2,2,2,2,2,2,1,99,,1,9,3,2,6,6,4,7,1,1,2,,2,2,1,1,13,4,1,1,2,99,,8,4,1,1.604400946201048,0.7499203773869763
17752,1,1,9,10,2025-02-25,2025-02-25,3,2,2,2,3,2,2,2,4,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,4,2,2,1,1,3,2,2,2,1,1,8,3,1,2,2,1,2,3,3,2,0.802200473100524,0.41504587824099154
143,2,1,,10,2025-05-02,2025-05-02,3,3,1,2,3,2,3,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,3,1,1,2,1,1,,1,2,1,1,10,4,1,2,2,1,1,3,4,1,1.604400946201048,0.8231904005767471
9210,1,2,10,5,2025-02-26,2025-02-26,3,1,3,1,5,2,3,3,4,2,1,1,1,1,1,4,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,5,5,1,2,3,2,4,99,9,1,99,3,1,1,4,2,2,2,,99,3,1,0.624820777113219,2.841928390353871
12467,2,1,,9,2025-05-09,2025-05-09,3,3,2,2,4,2,2,4,4,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,4,4,1,1,2,1,1,,1,2,1,1,9,3,1,2,99,1,1,1,3,1,0.9018011921354439,0.5278720604967184
15120,2,1,,10,2025-05-05,2025-05-05,3,2,2,1,3,2,1,4,4,2,1,1,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,10,3,2,5,5,3,6,3,1,2,,2,2,3,5,13,4,4,1,99,1,2,1,1,1,1.604400946201048,2.326831911696213
8327,2,1,,10,2025-05-20,2025-05-20,3,3,2,2,1,2,1,1,4,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,9,3,2,6,6,4,6,1,1,4,2,2,2,1,1,6,2,1,2,2,1,2,8,4,1,1.604400946201048,1.208065249184001
11223,3,1,9,2,2025-02-26,2025-02-26,4,2,1,1,5,2,2,3,4,2,1,1,1,1,2,,2,1,2,2,2,2,2,2,99,2,2,1,1,1,2,1,1,1,6,2,1,1,2,1,4,99,9,2,2,2,7,3,1,2,1,2,,5,1,1,0.577363668715013,0.8698270445237454
1135,2,1,,10,2025-05-16,2025-05-16,3,3,2,2,2,2,1,2,4,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,8,4,2,4,6,1,1,1,1,2,,2,2,3,5,11,4,4,1,3,1,2,7,2,1,2.4066014193015723,0.8034968899453402
8120,3,1,10,8,2025-06-18,2025-06-18,3,3,2,2,2,2,3,2,4,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,9,3,2,6,3,3,7,1,1,2,,2,1,1,3,2,1,1,1,2,1,2,5,3,1,0.7699288503178715,0.8680458031619489
5915,1,1,9,10,2025-02-25,2025-02-25,1,3,2,2,2,2,1,1,4,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,9,3,2,5,6,4,7,1,1,2,,2,2,1,1,11,4,1,1,2,1,2,8,3,1,0.802200473100524,0.23520707939645794
12327,1,1,9,10,2025-03-03,2025-03-03,3,3,2,2,2,2,1,2,4,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,9,3,2,6,6,4,7,1,1,3,2,2,2,1,1,6,2,1,1,3,1,2,8,3,1,1.2033007096507862,0.8630287437404297
13769,1,1,9,10,2025-04-02,2025-04-02,4,2,2,2,3,2,1,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,6,4,2,6,5,2,2,1,1,2,,2,2,4,4,3,2,4,2,1,2,,3,4,1,0.401100236550262,1.0782275815380329
5968,2,1,,10,2025-05-07,2025-05-07,3,1,2,1,1,1,1,1,4,1,1,1,4,3,1,2,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,12,3,2,4,6,3,2,1,1,3,99,9,2,1,1,12,4,1,2,1,1,99,99,4,1,0.802200473100524,0.5787881008765929
7748,1,1,9,10,2025-02-26,2025-02-26,3,1,3,2,2,2,3,2,4,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,5,2,1,2,1,3,1,1,2,1,1,10,4,1,2,1,1,1,1,2,1,0.401100236550262,0.18540200578774174
9019,1,1,9,7,2025-03-10,2025-03-10,4,3,2,2,3,2,3,2,4,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5,6,2,2,1,1,4,1,1,1,1,3,6,2,1,2,4,1,1,5,3,2,0.26624724013744006,0.1854978490871761
11283,1,1,9,10,2025-02-28,2025-02-28,3,2,2,2,2,2,1,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,6,6,4,7,1,1,2,,2,2,1,1,10,4,1,1,1,1,2,6,4,1,0.401100236550262,0.13874308973713656
10926,2,1,,10,2025-05-20,2025-05-20,2,2,2,2,99,99,1,1,4,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,12,3,2,5,6,3,1,1,1,3,2,2,2,1,1,5,2,1,2,2,1,2,6,3,1,1.604400946201048,1.1213231843206048
9186,2,1,,10,2025-05-22,2025-05-22,2,3,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,9,3,2,6,6,4,7,1,1,2,,2,2,2,2,9,3,1,2,3,1,2,8,3,1,2.4066014193015723,1.7026124809253154
8712,1,1,9,4,2025-02-26,2025-02-26,4,1,2,2,4,2,1,2,2,2,1,1,5,4,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,,2,2,4,4,12,4,1,2,2,1,99,99,3,1,0.8407755587797654,0.6278613463485301
14774,2,1,,10,2025-05-05,2025-05-05,3,2,1,1,2,2,3,4,4,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,5,6,1,3,2,1,2,,2,2,1,1,5,2,1,2,1,2,,4,2,2,0.802200473100524,0.85952729753382
13583,2,1,,10,2025-05-19,2025-05-19,3,1,3,1,3,1,2,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,2,1,1,11,4,1,2,2,1,1,5,2,1,1.604400946201048,1.0465916432866862
13514,1,1,9,10,2025-03-25,2025-03-25,3,2,2,2,3,1,3,4,4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,11,4,2,5,6,3,7,1,1,3,1,1,2,1,1,5,2,1,1,2,1,1,6,3,1,0.802200473100524,0.6688207647739419
9740,1,1,9,10,2025-02-22,2025-02-22,4,3,3,2,4,2,2,4,4,2,1,1,4,3,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,5,6,1,1,3,2,1,,1,2,1,1,8,3,1,2,2,2,,3,1,1,0.802200473100524,1.1721795468855167
992,1,1,9,10,2025-02-25,2025-02-25,3,2,1,2,4,2,3,2,4,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,6,4,2,1,1,1,1,3,1,3,1,1,2,2,2,5,2,4,1,2,1,3,6,3,1,0.802200473100524,0.537883650014519
1006,1,1,9,10,2025-02-27,2025-02-27,3,2,2,2,2,2,1,1,4,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,5,6,2,6,1,2,2,,2,2,3,5,3,2,4,1,3,2,,8,3,1,1.2033007096507862,2.444691794342997
15381,1,1,9,10,2025-03-26,2025-03-26,3,2,3,2,1,2,1,1,4,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,4,4,1,1,1,1,3,2,2,2,1,1,12,4,1,2,2,1,2,7,3,1,0.802200473100524,0.34570728006599244
394,3,1,9,10,2025-03-28,2025-03-28,3,2,3,2,2,1,1,1,4,2,1,1,4,3,1,4,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,6,4,1,1,3,1,2,,2,2,1,1,11,4,1,2,2,1,2,6,1,1,1.604400946201048,1.0407698524990765
10090,2,1,,10,2025-05-16,2025-05-16,2,3,2,2,3,1,2,4,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,5,6,4,6,2,1,1,,1,2,1,1,8,3,1,2,2,1,1,1,4,1,1.604400946201048,0.9898582824289097
13997,2,1,,10,2025-05-19,2025-05-19,2,1,3,2,2,2,2,3,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,6,6,2,3,3,2,4,2,2,2,1,1,8,3,1,1,1,2,,2,1,1,0.802200473100524,2.0823031687049864
2010,2,1,,10,2025-05-01,2025-05-01,2,3,2,2,2,2,3,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,6,1,1,2,1,3,1,1,2,1,1,11,4,1,2,2,1,99,6,1,1,1.604400946201048,1.0796103429713717
12471,3,1,9,3,2025-03-10,2025-03-10,4,3,1,2,4,2,1,4,4,2,1,1,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,4,4,1,1,3,1,2,,2,2,2,2,7,3,1,2,1,1,2,1,3,1,0.47143787556725875,0.4006682447965325
6075,1,1,9,6,2025-03-09,2025-03-09,3,2,1,2,3,2,1,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,5,6,4,7,1,1,2,,2,1,99,3,3,2,1,1,3,1,2,2,4,1,1.1746962625712611,1.0165457900230763
8654,1,1,9,10,2025-03-07,2025-03-07,3,1,2,1,1,2,2,1,4,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,,1,2,1,1,5,2,1,2,2,1,1,8,2,1,0.802200473100524,0.8062209753759001
771,1,1,9,10,2025-03-16,2025-03-16,2,2,1,2,3,2,1,2,4,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,12,3,2,6,6,3,7,1,1,2,,2,2,3,5,2,1,1,2,1,1,2,4,3,1,0.401100236550262,0.5322891310376602
2028,2,1,,9,2025-05-05,2025-05-05,3,2,2,2,3,1,3,2,4,2,1,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,2,1,1,3,1,4,2,2,2,1,1,9,3,1,2,1,1,99,2,4,2,0.4509005960677219,0.7077832748302567
8123,2,1,,10,2025-05-02,2025-05-02,3,1,2,1,3,2,2,2,4,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,3,5,1,2,1,1,1,,1,1,99,3,10,4,4,2,2,1,1,3,3,1,1.604400946201048,1.0287786094531537
11969,1,1,9,10,2025-02-25,2025-02-25,2,2,2,2,2,2,1,2,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,12,3,2,6,6,2,6,2,1,4,2,2,1,2,3,6,2,1,2,3,1,3,3,1,1,1.2033007096507862,0.2593951871573394
1827,3,1,9,10,2025-03-28,2025-03-28,2,1,2,1,2,2,1,2,4,1,1,1,4,3,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,3,2,1,1,1,2,2,,2,2,4,4,4,2,1,2,1,2,,2,3,1,0.802200473100524,1.9763299198847841
12008,1,1,9,8,2025-02-26,2025-02-26,4,2,2,99,4,99,1,3,4,99,1,1,1,1,1,2,1,1,99,1,99,1,1,99,99,99,99,1,1,1,1,99,99,99,5,99,99,99,3,1,99,99,9,1,1,3,6,2,1,2,99,1,99,99,3,1,0.38496442515893575,0.7447031096351415
7612,2,1,,6,2025-05-05,2025-05-05,3,2,1,2,3,2,1,4,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,6,2,3,2,2,3,99,9,1,1,3,3,2,1,2,3,2,,1,3,1,2.3493925251425223,3.4225519487831697
18404,1,1,9,2,2025-03-01,2025-03-01,2,1,3,1,1,1,3,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,,1,2,1,1,9,3,1,2,1,1,1,3,3,2,0.2886818343575065,0.1871165192885062
11813,2,1,,10,2025-05-02,2025-05-02,2,2,3,2,3,2,3,2,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,12,3,2,6,6,3,6,2,1,2,,2,2,1,1,11,4,1,1,2,1,2,4,2,1,1.604400946201048,0.6858457414788679
2352,1,1,9,10,2025-02-27,2025-02-27,3,2,2,2,3,2,1,4,4,2,1,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,4,5,2,1,2,1,4,2,2,2,99,99,11,4,1,2,2,1,2,4,2,1,0.802200473100524,0.3981203674048048
1676,1,1,9,10,2025-02-22,2025-02-22,2,3,2,2,2,2,1,1,4,2,1,1,2,2,2,,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,9,3,2,5,6,3,7,1,2,3,1,1,2,1,1,10,4,4,1,3,2,,5,3,1,1.2033007096507862,0.6736076757810624
18216,2,1,,6,2025-05-27,2025-05-27,3,3,1,2,3,2,1,3,4,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,12,3,2,5,5,2,1,2,2,3,2,2,2,1,1,6,2,1,2,3,2,,1,3,1,2.3493925251425223,3.0282014678518294
11415,1,1,9,10,2025-02-28,2025-02-28,3,2,2,2,2,2,3,1,4,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,3,5,2,1,1,1,2,,2,2,2,2,6,2,1,2,1,1,2,6,3,1,0.401100236550262,0.46464197829373716
8073,2,1,,10,2025-05-06,2025-05-06,4,3,1,2,2,2,2,3,4,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,3,1,1,1,1,3,1,1,2,1,1,8,3,1,2,1,1,1,1,1,1,0.802200473100524,0.5481650744706196
2546,1,1,9,10,2025-02-09,2025-02-09,4,3,2,2,2,1,3,2,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,5,1,1,1,1,1,,1,2,1,1,7,3,1,1,3,1,1,8,3,1,1.2033007096507862,0.7778890749323727
11724,1,1,9,9,2025-03-01,2025-03-01,3,2,2,2,2,1,3,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,10,3,2,6,6,4,6,1,2,4,2,2,2,4,4,5,2,1,1,2,2,,5,4,1,0.4509005960677219,0.9784601000912395
10038,1,1,9,10,2025-02-24,2025-02-24,3,2,2,2,3,2,3,1,4,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,9,3,2,6,6,4,7,1,1,3,99,9,2,1,1,99,99,1,1,1,1,99,6,4,1,0.401100236550262,0.13874308973713656
11164,2,1,,10,2025-05-05,2025-05-05,1,2,2,2,2,2,3,1,4,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,4,1,1,1,2,3,1,1,2,3,5,7,3,4,1,2,2,,8,1,1,1.604400946201048,2.0152073617282142
2784,2,1,,10,2025-05-02,2025-05-02,2,3,2,2,2,1,2,2,4,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,10,3,2,6,6,3,1,2,1,3,1,1,2,1,1,10,4,1,1,1,1,1,8,4,1,0.802200473100524,0.37909616961446396
17903,1,1,9,10,2025-02-28,2025-02-28,4,1,2,1,1,1,2,1,4,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,5,6,4,6,2,1,1,,1,2,1,1,7,3,1,1,1,1,1,8,3,1,0.401100236550262,0.33380013392346397
10088,1,1,9,10,2025-02-23,2025-02-23,2,1,3,1,2,1,3,2,4,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,5,3,1,1,2,1,3,1,1,2,1,1,2,1,1,1,2,1,1,99,3,1,0.802200473100524,1.885136504271512
6785,1,1,9,10,2025-03-01,2025-03-01,3,2,2,2,4,2,3,1,4,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,12,3,2,6,6,3,6,1,1,2,,2,2,1,1,12,4,1,2,2,1,2,5,4,1,0.802200473100524,0.3710431888255634
11923,1,1,9,10,2025-03-12,2025-03-12,3,1,3,2,3,2,2,2,4,1,1,1,2,2,2,,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,12,4,1,2,1,1,1,1,3,1,0.401100236550262,0.21003617275516104
