respid,comtype2,smuse_fb,smuse_yt,smuse_x,smuse_ig,smuse_sc,smuse_tt,smuse_rd,smuse_bsk,smuse_th,smuse_ts,relig,educcat,party,hisp,racethn,agecat,birthplace,gender,adults,inc_sdt1,cregion,metro
10806,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Something else,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,1,"$50,000 to less than $70,000",Midwest,Non-metropolitan
3438,Suburban,"No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Nothing in particular,Some College,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",West,Metropolitan
14329,Suburban,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"$150,000 or more",Midwest,Metropolitan
7170,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$100,000 to less than $125,000",South,Metropolitan
18221,Suburban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"$30,000 to less than $40,000",South,Metropolitan
10579,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Republican,No,Black non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",West,Metropolitan
9070,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,3,"$30,000 to less than $40,000",South,Metropolitan
2896,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,3,"$30,000 to less than $40,000",West,Metropolitan
16248,Suburban,"No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Buddhist,Some College,Democrat,No,Asian non-Hispanic,18-29,Another country (please specify):,A man,3,"$70,000 to less than $100,000",West,Metropolitan
3897,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,3,"$100,000 to less than $125,000",Midwest,Metropolitan
7620,Urban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,Black non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"Less than $30,000",Midwest,Metropolitan
8192,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Atheist,College graduate+,Something else,No,Asian non-Hispanic,18-29,Another country (please specify):,A woman,1,"$30,000 to less than $40,000",West,Metropolitan
1596,Suburban,"Yes, use this","Yes, use this","No, don't use this",Refused/Web blank,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,Other,50-64,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",Northeast,Metropolitan
11280,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,H.S. graduate or less,Independent,No,Black non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,3,"Less than $30,000",South,Non-metropolitan
14871,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$125,000 to less than $150,000",Midwest,Metropolitan
4516,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$40,000 to less than $50,000",South,Metropolitan
11663,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,H.S. graduate or less,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,3,"Less than $30,000",South,Metropolitan
13773,Refused/Web blank,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Jewish,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",South,Metropolitan
18651,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,Some College,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,4,"$100,000 to less than $125,000",Midwest,Metropolitan
13339,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",South,Non-metropolitan
12549,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Mormon,College graduate+,Independent,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,1,"$100,000 to less than $125,000",West,Metropolitan
3863,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Something else,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",Northeast,Metropolitan
3467,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Jewish,Some College,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",West,Metropolitan
2515,Suburban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Jewish,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$100,000 to less than $125,000",Northeast,Metropolitan
12536,Suburban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Refused/Web blank,Refused/Web blank,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",South,Metropolitan
10818,Suburban,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$125,000 to less than $150,000",West,Metropolitan
8952,Suburban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",Midwest,Metropolitan
13211,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this",Protestant,Some College,Something else,No,Black non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,1,"$50,000 to less than $70,000",South,Metropolitan
16125,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",Midwest,Metropolitan
1149,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,Yes,Hispanic,18-29,"U.S. - 50 states, District of Columbia",A man,1,"$40,000 to less than $50,000",South,Metropolitan
4934,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",Midwest,Non-metropolitan
12254,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"Less than $30,000",South,Non-metropolitan
226,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$125,000 to less than $150,000",South,Metropolitan
16209,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$30,000 to less than $40,000",Midwest,Non-metropolitan
9057,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,Refused/Web blank,"$150,000 or more",Midwest,Metropolitan
16622,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",West,Metropolitan
192,Suburban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Hindu,H.S. graduate or less,Democrat,No,Asian non-Hispanic,18-29,Another country (please specify):,A woman,4,"$70,000 to less than $100,000",Northeast,Metropolitan
16648,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",Midwest,Metropolitan
17460,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,Refused/Web blank,"$125,000 to less than $150,000",Midwest,Metropolitan
14319,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Atheist,College graduate+,Something else,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",Midwest,Metropolitan
4143,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,3,"$150,000 or more",South,Metropolitan
12243,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Roman Catholic,Some College,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$125,000 to less than $150,000",West,Metropolitan
7779,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,1,"$100,000 to less than $125,000",South,Metropolitan
1059,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Republican,Yes,Hispanic,18-29,"U.S. - 50 states, District of Columbia",A man,1,"$40,000 to less than $50,000",West,Metropolitan
15035,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,College graduate+,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",West,Metropolitan
6833,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Refused/Web blank,Refused,Independent,Yes,Hispanic,65+,Refused/Web blank,A woman,Refused/Web blank,"Less than $30,000",South,Metropolitan
15471,Urban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Refused/Web blank,"No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",South,Non-metropolitan
4856,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Independent,No,Asian non-Hispanic,30-49,Another country (please specify):,A man,2,"$125,000 to less than $150,000",West,Metropolitan
7678,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Democrat,Yes,Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,1,"$30,000 to less than $40,000",South,Metropolitan
4230,Suburban,"No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Jewish,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",South,Metropolitan
4138,Suburban,Refused/Web blank,"Yes, use this",Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Protestant,College graduate+,Refused/Web blank,No,Black non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$125,000 to less than $150,000",South,Metropolitan
3793,Urban,"No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",Midwest,Metropolitan
2114,Rural,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,Yes,Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,3,"$50,000 to less than $70,000",South,Metropolitan
12504,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$40,000 to less than $50,000",South,Metropolitan
6264,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,3,"$150,000 or more",South,Metropolitan
10527,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$30,000 to less than $40,000",Northeast,Metropolitan
1960,Urban,"No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",West,Metropolitan
2440,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,3,"$50,000 to less than $70,000",South,Metropolitan
1408,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,Refused/Web blank,South,Metropolitan
622,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",West,Metropolitan
18445,Rural,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$40,000 to less than $50,000",Midwest,Non-metropolitan
1537,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$150,000 or more",West,Metropolitan
10961,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Something else,Yes,Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"Less than $30,000",Midwest,Metropolitan
11251,Rural,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Independent,Yes,Hispanic,30-49,Another country (please specify):,A man,2,"$150,000 or more",South,Metropolitan
16298,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$70,000 to less than $100,000",Northeast,Metropolitan
7687,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Independent,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",South,Metropolitan
6386,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",South,Metropolitan
4513,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Something else,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",West,Metropolitan
700,Rural,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",South,Non-metropolitan
7935,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,H.S. graduate or less,Refused/Web blank,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",South,Metropolitan
5974,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Independent,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",West,Metropolitan
17971,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Democrat,No,Black non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,4,"$30,000 to less than $40,000",South,Non-metropolitan
15588,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,Asian non-Hispanic,50-64,Another country (please specify):,A woman,2,"$150,000 or more",West,Metropolitan
7406,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",South,Metropolitan
2545,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$125,000 to less than $150,000",Midwest,Non-metropolitan
9182,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$30,000 to less than $40,000",Midwest,Non-metropolitan
2801,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Something else,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",West,Metropolitan
1457,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",Northeast,Metropolitan
7665,Urban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,3,"$40,000 to less than $50,000",Midwest,Metropolitan
8523,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Agnostic,Some College,Something else,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",South,Metropolitan
4057,Suburban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Democrat,Yes,Hispanic,30-49,Another country (please specify):,A woman,2,"Less than $30,000",West,Metropolitan
11320,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",West,Metropolitan
8252,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Independent,No,Asian non-Hispanic,30-49,Another country (please specify):,A man,2,"$40,000 to less than $50,000",West,Metropolitan
11121,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Democrat,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,2,"$70,000 to less than $100,000",South,Metropolitan
3648,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",Northeast,Metropolitan
1019,Suburban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,Refused/Web blank,"$70,000 to less than $100,000",West,Metropolitan
11940,Urban,"Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Independent,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,2,"$125,000 to less than $150,000",Midwest,Metropolitan
9536,Urban,"No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,Asian non-Hispanic,30-49,Another country (please specify):,A man,2,"$150,000 or more",Northeast,Metropolitan
14655,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",South,Metropolitan
